Level,Date and Time,Source,Event ID,Task Category
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-Sync 64-bit Configuration Support 23.0.0. Product Version: 23.00.49278. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Dynamic Signal Acquisition Installer 23.5.0. Product Version: 23.50.49385. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Development Support 23.5. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Network Discovery 23.5. Product Version: 23.50.49290. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI System State Publisher (64-bit). Product Version: 23.30.49271. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Assistant Framework LabVIEW 2020 Support. Product Version: 23.10.49245. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:15 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Full Common 23.5. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE (IVI) Development 23.5 for .NET Framework 4.5. Product Version: 23.50.49327. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN (IVI) Runtime 23.5 for .NET Framework 4.5. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio Common Development 19.1.1 for .NET Framework 4.0. Product Version: 19.11.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-Industrial Communications for EtherNet/IP 22.5 64-bit. Product Version: 22.50.49170. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 (64-bit) Search. Product Version: 23.30.49271. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI MSI Properties. Product Version: 23.80.49254. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Microsoft Visual C++ 2012 x64 Additional Runtime - 11.0.61030. Product Version: 11.0.61030. Product Language: 1033. Manufacturer: Microsoft Corporation. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DMM Development Support 23.5 (64-bit). Product Version: 23.50.49370. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Package Manager Deployment Support 23.8. Product Version: 23.80.49300. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Support for LabVIEW RTE 23.5. Product Version: 23.50.49381. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:14 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DMM 23.5. Product Version: 23.50.49373. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI VC2008RTE x64. Product Version: 9.11.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Microsoft .NET Host - 6.0.36 (x64). Product Version: 48.144.23141. Product Language: 1033. Manufacturer: Microsoft Corporation. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW (64 bit) Merge Utility 2023. Product Version: 23.30.49272. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Hardware Configuration Utility Localized Resources. Product Version: 23.50.49684. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-XNET 23.3. Product Version: 23.30.49243. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Logos 23.3 (64-bit). Product Version: 23.30.49239. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx 23.5.0. Product Version: 23.50.49391. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Launcher. Product Version: 19.00.49156. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Trace Engine (64-bit). Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:13 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Modular Instruments Common Development 23.5 for .NET Framework 4.5. Product Version: 23.50.49240. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Development Support 23.5 (64-bit). Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Reconfigurable Oscilloscope Software-Designed Instrument Runtime 23.5 for NI 5170 Devices (64-bit). Product Version: 23.50.49267. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI USI AOP5 DataPlugin 64-bit 21.5.0. Product Version: 21.50.49290. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI SystemLink Message Broker. Product Version: 23.51.49156. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA ENET-Serial Passport 23.5.0. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Q3 Run-Time Engine Web Server. Product Version: 23.30.49244. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabWindows/CVI OpenGL Library 2020. Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio BaseDocs 2015 for Visual Studio 2010. Product Version: 17.05.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-ORB 23.5 for 64-bit Windows. Product Version: 23.50.49297. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:12 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Assistant Framework 64-bit LabVIEW 2021 Support. Product Version: 23.10.49245. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-Sync 64-bit 23.0.0. Product Version: 23.00.49278. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Support for LabVIEW. Product Version: 23.50.49387. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA PXI Passport (64-Bit) 23.5.0 64-Bit. Product Version: 23.50.49316. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-Sync Configuration Support 23.0.0. Product Version: 23.00.49278. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI TDM Excel Add-In 21.5.1. Product Version: 21.51.49163. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI PXI Platform Services Configuration 23.5. Product Version: 23.50.49282. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Math Kernel Libraries (64-bit). Product Version: 18.01.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: InstrumentStudio Application 23.5 (64-bit). Product Version: 23.50.49929. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SWITCH Support for LabVIEW. Product Version: 23.50.49360. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Dynamic Signal Acquisition for 64 Bit Windows 23.5.0. Product Version: 23.50.49385. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:11 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA Examples 23.5.0. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SCOPE (IVI) Development 23.5 for .NET Framework 4.0. Product Version: 23.50.49327. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Instrument Design Libraries Error Files 23.5. Product Version: 23.50.49263. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Help. Product Version: 23.30.49273. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-TSU 23.0. Product Version: 23.00.49278. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA Driver Development Wizard 23.5.0. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Authentication 2023 Q3. Product Version: 23.30.49237. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx MAX Support 64-bit 23.5.0. Product Version: 23.50.49381. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DMM Configuration Support 23.5. Product Version: 23.50.49360. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Visual C++ 2010 Redistributable Package. Product Version: 10.12.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: InstrumentStudio Support 23.5 (64-bit). Product Version: 23.50.49929. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:10 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Adobe Refresh Manager. Product Version: 1.8.0. Product Language: 1033. Manufacturer: Adobe Systems Incorporated. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:09 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Adobe Acrobat (64-bit). Product Version: 24.005.20421. Product Language: 1033. Manufacturer: Adobe. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Modular Instruments Common Development Core 23.5 for .NET Framework 4.5. Product Version: 23.50.49240. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Configuration Support 23.5. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI CodeSignAPI 23.5.0. Product Version: 23.50.49256. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI RTSI Cable Core Installer for 64 Bit Windows 23.5.0. Product Version: 23.50.49381. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA Development Common (64-Bit) 23.5.0. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx MIO Device Drivers 23.5.0. Product Version: 23.50.49387. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabWindows/CVI Diadem Connectivity Support. Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:07 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Dell SupportAssist Remediation. Product Version: 5.5.13.0. Product Language: 1033. Manufacturer: Dell Inc.. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio Common Development 19.0 for .NET Framework 4.0. Product Version: 19.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2019 Real-Time NBFifo. Product Version: 19.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,"Windows Installer reconfigured the product. Product Name: NI-FGEN Runtime 23.5 for NI 5413, 5423, and 5433 Waveform Generators (64-bit). Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0."
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA ENET Passport 23.5.0. Product Version: 23.50.49318. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx MX Expert Framework 23.5.0. Product Version: 23.50.49385. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Assistant Framework 64-bit LabVIEW 2020 Support. Product Version: 23.10.49245. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Measurement Studio Common Runtime 19.0 for .NET Framework 4.0. Product Version: 19.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-SWITCH Support for C 23.5. Product Version: 23.50.49359. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI IVI Provider for MAX. Product Version: 22.50.49165. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Variable Engine (64-bit). Product Version: 23.30.49241. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:06 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-488.2 Support for .NET 4.5.1. Product Version: 17.01.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-TClk Support for LabVIEW. Product Version: 23.50.49250. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Runtime 23.5 for NI-DAQmx-Based Waveform Generators. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DMM Support for C 23.5 (64-bit). Product Version: 23.50.49370. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW Runtime 2023 Q3. Product Version: 23.30.49272. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Microsoft Visual C++ 2015-2022 Run-Time. Product Version: 22.50.49155. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW Runtime 2021 SP1 f2. Product Version: 21.12.49154. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-PXIPF Error 23.5.0. Product Version: 23.50.49262. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Security Update (KB 67L8LCQW) (64-bit). Product Version: 2.10.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA Remote Passport 23.5.0. Product Version: 23.50.49315. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:05 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-TClock Runtime 23.5 for .NET Framework 4.0. Product Version: 23.50.49243. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Package Building Support for LabVIEW 2023 (64-bit). Product Version: 23.30.49271. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-DAQmx Lang Runtime 23.5 for .NET Framework 4.5 (64-bit). Product Version: 23.50.49381. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Modular Instruments Common Runtime 23.5 for .NET Framework 4.5. Product Version: 23.50.49240. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-PCI Bridge Driver 23.5. Product Version: 23.50.49271. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2020 SP1 Run-Time Engine Web Server. Product Version: 20.51.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Math Kernel Libraries. Product Version: 18.01.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Reconfigurable Oscilloscope Software-Designed Instrument Runtime 23.5 for NI 5170 Devices. Product Version: 23.50.49267. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN Documentation 23.5 (64-bit). Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI MAX Support for 64 Bit Windows 23.5.0. Product Version: 23.50.49292. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Package Manager Deployment Support 23.8. Product Version: 23.80.49300. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:04 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabWindows/CVI 2020 .NET Library (64-bit). Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: Math Kernel Libraries (64-bit). Product Version: 20.00.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI MI TestStand Support 23.5. Product Version: 23.50.49929. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-VISA .NET Development Support 64-Bit 23.5.0. Product Version: 23.50.49313. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI DataFinder Client API 64-bit. Product Version: 21.51.49163. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI-FGEN (IVI) Development 23.5 for .NET Framework 4.5. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Digital Filter Design Toolkit License. Product Version: 23.10.49240. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabWindows/CVI Shared Runtime Core 2020. Product Version: 20.03.49152. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI AFW Custom UI. Product Version: 23.10.49245. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI I/O Trace 64-bit Support 23.5.0. Product Version: 23.50.49291. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:03 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI DataPlugin Python 21.5 for Windows. Product Version: 21.50.49152. Product Language: 1033. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI Update Service 21.0. Product Version: 21.00.49243. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
Information,2025-03-04 7:57:02 AM,MsiInstaller,1035,None,Windows Installer reconfigured the product. Product Name: NI LabVIEW 2023 Q3 Web Server 64-Bit. Product Version: 23.30.49244. Product Language: 9. Manufacturer: National Instruments. Reconfiguration success or error status: 0.
